DATE,MONTH,TYPE OF INCIDENT/ACTIVITY,TIME,TYPE OF EMR,"LOCATION (specify, nearest landmark or intersection)
(sample format): UN Ave. near Taft Intersection",INVOLVED,RECEIVING HOSPITAL,LATITUDE,LONGTITUDE,LATITUDE,LONGTITUDE,NO. OF OUTDATED ROAD TRAFFIC CONTROL DEVICES,
"September 21, 2023",September 2023,Emergency Medical Response (EMR),10:03:00 am,Vehicular / Road Accident,Padre Burgos St.,PUJ (Loss of Control),Chinese General Hospital,,,14.589423,120.980989,1,road markings 
"September 21, 2023",September 2023,Emergency Medical Response (EMR),3:23:00 pm,Vehicular / Road Accident,"Apacible St corner Agoncilio St , Ermita Manila",Motorcycle vs PUJ,Ospital ng Maynila (OSMA),,,14.579451,120.988267,0,street view
"September 21, 2023",September 2023,Emergency Medical Response (EMR),3:23:00 pm,Vehicular / Road Accident,"Apacible St corner Agoncilio St , Ermita Manila",Motorcycle vs PUJ,Ospital ng Maynila (OSMA),,,14.579451,120.988267,0,street view
"September 21, 2023",September 2023,Emergency Medical Response (EMR),9:25:00 pm,Vehicular / Road Accident,Lacson Sampaloc Manila,PUV vs Ebike/Bike,Jose Reyes Hospital,,,14.607505,120.994963,2,"road markings, outdated signs, intersection"
"September 22, 2023",September 2023,Emergency Medical Response (EMR),8:41:00 am,Vehicular / Road Accident,"Dimasalang St. Sta. Cruz, Manila",Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.622459,120.989081,0,
"September 23, 2023",September 2023,Emergency Medical Response (EMR),6:20:00 pm,Vehicular / Road Accident,Mel Lopez Boulevard corner Chesa,Motorcycle vs Motorcycle,Tondo Medical Hospital,,,14.612182,120.960556,1,road markings
"September 24, 2023",September 2023,Emergency Medical Response (EMR),5:59:00 am,Vehicular / Road Accident,Quezon Boulevard,Others,Others,,,14.604727,120.985563,0,
"September 24, 2023",September 2023,Emergency Medical Response (EMR),10:28:00 pm,Vehicular / Road Accident,Magsaysay Boulevard,Motorcycle vs Motorcycle,Refused to transport,,,14.6015,121.001694,0,
"September 24, 2023",September 2023,Emergency Medical Response (EMR),10:28:00 pm,Vehicular / Road Accident,Magsaysay Boulevard,Motorcycle vs Motorcycle,Refused to transport,,,14.6015,121.001694,0,
"September 25, 2023",September 2023,Emergency Medical Response (EMR),4:19:00 am,Vehicular / Road Accident,Batangas St. corner Ipil Sta Cruz Manila,Motorcycle vs Motorcycle,Tondo Medical Hospital,,,14.620663,120.980056,0,street view
"September 25, 2023",September 2023,Emergency Medical Response (EMR),4:19:00 am,Vehicular / Road Accident,Batangas St. corner Ipil Sta Cruz Manila,Motorcycle vs Motorcycle,Tondo Medical Hospital,,,14.620663,120.980056,0,street view
"September 25, 2023",September 2023,Emergency Medical Response (EMR),6:49:00 pm,Vehicular / Road Accident,Quirino Avenue Corner Osmeña Hi-way,Motorcycle vs Sedan,Ospital ng Maynila (OSMA),,,14.577072,120.99711,1,road markings
"September 27, 2023",September 2023,Emergency Medical Response (EMR),6:37:00 am,Vehicular / Road Accident,"Napkil Street corner Taft Avenue, Malate, Manila",Motorcycle vs PUV,Philippine General Hospital (PGH),,,14.573803,120.98968,2,"road markings, outdated signs"
"September 27, 2023",September 2023,Emergency Medical Response (EMR),12:57:00 pm,Vehicular / Road Accident,"Lubirian Bacood, Sta. Mesa",Motorcycle vs Pedestrian,Sta. Ana Hospital,,,14.592807,121.018302,0,street view
"September 27, 2023",September 2023,Emergency Medical Response (EMR),5:12:00 pm,Vehicular / Road Accident,Old Sta. Mesa corner V. Mapa,Others,Others,,,14.600096,121.016796,0,
"September 28, 2023",September 2023,Emergency Medical Response (EMR),12:47:00 am,Vehicular / Road Accident,Road 10,Motorcycle vs Pedestrian,Philippine Orthopedic Center (P.O.C.),,,14.606414,120.961429,1,road markings
"September 28, 2023",September 2023,Emergency Medical Response (EMR),2:04:00 am,Vehicular / Road Accident,"Santol Street, Sta. Mesa Extension",Others,Jose Reyes Hospital,,,14.602512,121.013412,2,"road markings, outdated pedestrian lane"
"September 28, 2023",September 2023,Emergency Medical Response (EMR),12:39:00 pm,Vehicular / Road Accident,Kalaw corner Del Pilar,Motorcycle vs Motorcycle,Manila Medical Center,,,14.580502,120.978782,0,
"September 29, 2023",September 2023,Emergency Medical Response (EMR),12:40:00 am,Vehicular / Road Accident,UN Avenue (In front of Uniliver),Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.584844,120.991729,1,road markings
"September 29, 2023",September 2023,Emergency Medical Response (EMR),1:48:00 am,Vehicular / Road Accident,"Pitong Gatang St corner Nicolas Zamora St., Tondo, Manila",Motorcycle (Loss of Control),Tondo Medical Hospital,,,14.614078,120.969268,0,
"September 29, 2023",September 2023,Emergency Medical Response (EMR),1:48:00 pm,Vehicular / Road Accident,Roxas Boulevard corner Pedro Gil,Motorcycle (Loss of Control),Refused to transport,,,14.573243,120.981251,2,"road markings, outdated pedestrian lane"
"September 29, 2023",September 2023,Emergency Medical Response (EMR),3:08:00 pm,Vehicular / Road Accident,Osmena Highway ,Motorcycle vs PUV,Manila Medical Center,,,14.572663,120.999483,1,road markings 
"September 29, 2023",September 2023,Emergency Medical Response (EMR),7:12:00 pm,Vehicular / Road Accident,Osmena Highway,Motorcycle vs PUV,Manila Medical Center,,,14.572663,120.999483,1,road markings 
"October 1, 2023",October 2023,Emergency Medical Response (EMR),4:39:00 am,Vehicular / Road Accident,Zamora Sta. Mesa Interlink,Motorcycle vs SUV,Ospital ng Maynila (OSMA),,,14.593887,121.012085,0,
"October 1, 2023",October 2023,Emergency Medical Response (EMR),6:02:00 am,Vehicular / Road Accident,Barangay 376 Along Rizal Avenue near LRT Station,Motorcycle vs Tricycle,Jose Reyes Hospital,,,14.625862,120.983049,1,no signs
"October 1, 2023",October 2023,Emergency Medical Response (EMR),8:04:00 am,Vehicular / Road Accident,Elcano St. Divisoria Sampaloc Manila,Others,Ospital ng Maynila (OSMA),,,14.603168,120.968082,1,road markings
"October 1, 2023",October 2023,Emergency Medical Response (EMR),8:55:00 pm,Vehicular / Road Accident,Osmeña Hi- Way,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.572759,120.999271,1,road markings
"October 2, 2023",October 2023,Emergency Medical Response (EMR),4:44:00 am,Vehicular / Road Accident,Honorio lopez Boulevard (Near Infanta Bridge),Motorcycle (Loss of Control),Tondo Medical Hospital,,,14.626978,120.965892,1,road markings
"October 2, 2023",October 2023,Emergency Medical Response (EMR),7:02:00 am,Vehicular / Road Accident,MH. Del Pilar corner Quintos Malate Manila,Motorcycle vs SUV,Philippine Orthopedic Center (P.O.C.),,,14.572287,120.982744,2,"road markings, outdated signs"
"October 2, 2023",October 2023,Emergency Medical Response (EMR),8:12:00 am,Vehicular / Road Accident,Nicanor Reyes St. corner Morayta St Sampaloc Manila,Motorcycle vs SUV,Philippine Orthopedic Center (P.O.C.),,,14.60452,120.987699,0,
"October 2, 2023",October 2023,Emergency Medical Response (EMR),1:19:00 pm,Vehicular / Road Accident,Rizal Park Ermita Manila,Motorcycle vs Motorcycle,Refused to transport,,,14.581468,120.976193,1,no signs
"October 2, 2023",October 2023,Emergency Medical Response (EMR),1:19:00 pm,Vehicular / Road Accident,Rizal Park Ermita Manila,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.581468,120.976193,1,no signs
"October 2, 2023",October 2023,Emergency Medical Response (EMR),11:32:00 pm,Vehicular / Road Accident,7/11 In front of Manila City Hall,Others,Ospital ng Maynila (OSMA),,,14.589103,120.98225,2,"road markings, no signs"
"October 3, 2023",October 2023,Emergency Medical Response (EMR),2:12:00 am,Vehicular / Road Accident,Adriatico corner P. Marval,Motorcycle vs SUV,Refused to transport,,,14.57246,120.984833,1,road markings 
"October 3, 2023",October 2023,Emergency Medical Response (EMR),9:17:00 am,Vehicular / Road Accident,nagtahan Bridge Northbound,Motorcycle vs PUV,Refused to transport,,,14.598976,121.000447,2,
"October 3, 2023",October 2023,Emergency Medical Response (EMR),7:25:00 pm,Vehicular / Road Accident,Rizal Avenue corner cavite St Sta Cruz,Motorcycle vs Motorcycle,Metropolitan Hospital,,,14.624274,120.982996,2,"road markings, outdated signs"
"October 3, 2023",October 2023,Emergency Medical Response (EMR),7:25:00 pm,Vehicular / Road Accident,Rizal Avenue corner Cavite St. Sta Cruz,Motorcycle vs Motorcycle,Jose Reyes Hospital,,,14.624274,120.982996,2,"road markings, outdated signs"
"October 4, 2023",October 2023,Emergency Medical Response (EMR),4:14:00 am,Vehicular / Road Accident,Romualdez St corner Zobel ,Motorcycle vs Truck,Philippine General Hospital (PGH),,,14.588573,120.986583,2,"road markings, outdated pedestrian lane"
"October 4, 2023",October 2023,Emergency Medical Response (EMR),4:14:00 am,Vehicular / Road Accident,Delpan Sport Complex (Delpan Flyover) ,PUV (Loss of Control),Gat. Andres Bonifacio Hospital,,,14.598432,120.96577,2,"road markings, no signs"
"October 4, 2023",October 2023,Emergency Medical Response (EMR),5:08:00 pm,Vehicular / Road Accident,Apacible corner General Luna,Motorcycle vs Motorcycle,Refused to transport,,,14.580023,120.989575,2,"road markings, outdated signs"
"October 5, 2023",October 2023,Emergency Medical Response (EMR),5:13:00 am,Vehicular / Road Accident,Mother Ignacia St corner San Andres,Motorcycle (Loss of Control),Refused to transport,,,14.568877,120.985947,1,
"October 5, 2023",October 2023,Emergency Medical Response (EMR),12:54:00 pm,Vehicular / Road Accident,Taft Avnue corner Nakpil St,Others,Refused to transport,,,14.5738,120.989717,1,road markings
"October 5, 2023",October 2023,Emergency Medical Response (EMR),6:00:00 pm,Vehicular / Road Accident,PUP Sta Mesa Manila ,Motorcycle vs Pedestrian,Others,,,14.599208,121.011803,0,
"October 6, 2023",October 2023,Emergency Medical Response (EMR),8:09:00 am,Vehicular / Road Accident,Tambunting corner Aurora blvd Sta Cruz Manila,Tricycle vs Pedestrian,Philippine Orthopedic Center (P.O.C.),,,14.629011,120.982969,1,road markings
"October 6, 2023",October 2023,Emergency Medical Response (EMR),11:36:00 am,Vehicular / Road Accident,Dela Fuente St. corner G. Tuazon St. Sampaloc Manila,Motorcycle vs SUV,Refused to transport,,,14.605182,121.000278,1,road markings
"October 7, 2023",October 2023,Emergency Medical Response (EMR),2:54:00 am,Vehicular / Road Accident,Quezon Boulevard (In front of isetan),Motorcycle vs SUV,Jose Reyes Hospital,,,14.602797,120.984904,2,"road markings, outdated signs"
"October 7, 2023",October 2023,Emergency Medical Response (EMR),5:07:00 am,Vehicular / Road Accident,UN Avenue(In front of Mc Donalds),Others,Maniila Doctor's Hospital,,,14.579611,120.979303,1,outdated signs
"October 7, 2023",October 2023,Emergency Medical Response (EMR),5:07:00 am,Vehicular / Road Accident,UN Avenue (In front of Mc Donalds),Others,Maniila Doctor's Hospital,,,14.579611,120.979303,1,outdated signs
"October 7, 2023",October 2023,Emergency Medical Response (EMR),5:07:00 am,Vehicular / Road Accident,UN Avenue (In front of Mc Donalds),Others,Maniila Doctor's Hospital,,,14.579611,120.979303,1,outdated signs
"October 7, 2023",October 2023,Emergency Medical Response (EMR),5:07:00 am,Vehicular / Road Accident,UN Avenue(In front of Mc Donalds),Others,Maniila Doctor's Hospital,,,14.579611,120.979303,1,outdated signs
"October 7, 2023",October 2023,Emergency Medical Response (EMR),11:02:00 pm,Vehicular / Road Accident,Quezon Bridge (Southbound),Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.595562,120.982179,0,
"October 7, 2023",October 2023,Emergency Medical Response (EMR),11:46:00 pm,Vehicular / Road Accident,A. Francisco St. Corner San Andres St.,Motorcycle vs Pedestrian,Philippine Orthopedic Center (P.O.C.),,,14.572351,121.00217,0,
"October 7, 2023",October 2023,Emergency Medical Response (EMR),11:46:00 pm,Vehicular / Road Accident,A. Francisco St. Corner San Andres St.,Motorcycle vs Pedestrian,Refused to transport,,,14.572351,121.00217,0,
"October 8, 2023",October 2023,Emergency Medical Response (EMR),5:37:00 pm,Vehicular / Road Accident,San Marcelino,Motorcycle vs SUV,Refused to transport,,,14.581216,120.999876,1,road markings
"October 9, 2023",October 2023,Emergency Medical Response (EMR),7:39:00 am,Vehicular / Road Accident,Quirino Extension near at Philippine Association Sports Club,Motorcycle (Loss of Control),Maniila Doctor's Hospital,,,14.581527,121.000366,1,road markings
"October 9, 2023",October 2023,Emergency Medical Response (EMR),7:39:00 am,Vehicular / Road Accident,Quirino Extension near at Philippine Association Sports Club,Motorcycle (Loss of Control),Maniila Doctor's Hospital,,,14.581527,121.000366,1,road markings
"October 10, 2023",October 2023,Emergency Medical Response (EMR),10:00:00 am,Vehicular / Road Accident,Moriones corner Abad Santos Tondo Manila,SUV vs Pedestrian,Tondo Medical Hospital,,,14.609636,120.963839,1,road markings
"October 10, 2023",October 2023,Emergency Medical Response (EMR),10:00:00 am,Vehicular / Road Accident,Moriones corner Abad Santos Tondo Manila,SUV vs Pedestrian,Tondo Medical Hospital,,,14.609636,120.963839,1,road markings
"October 11, 2023",October 2023,Emergency Medical Response (EMR),1:47:00 pm,Vehicular / Road Accident,Vicente Cruz Street corner Arevalo Street,Motorcycle vs Sedan,Ospital ng Sampaloc (OSAM),,,14.604412,121.001342,1,
"October 12, 2023",October 2023,Emergency Medical Response (EMR),8:10:00 am,Vehicular / Road Accident,Dagupan Street corner Arqueroz Street,Motorcycle vs Pedestrian,Metropolitan Hospital,,,14.616483,120.97372,0,
"October 12, 2023",October 2023,Emergency Medical Response (EMR),2:55:00 am,Vehicular / Road Accident,Mel Lopez Southbound (In front Smokey Mountain),Truck vs Pedestrian Struck,Tondo Medical Hospital,,,14.631715,120.958657,1,road markings
"October 12, 2023",October 2023,Emergency Medical Response (EMR),4:56:00 pm,Vehicular / Road Accident,Abad Santos corner Tayuman,Motorcycle vs Ebike/Bike,Philippine Orthopedic Center (P.O.C.),,,14.61676,120.977274,3,"road markings, outdated signs, outdated pedestrian lane"
"October 12, 2023",October 2023,Emergency Medical Response (EMR),4:56:00 pm,Vehicular / Road Accident,Abas Santos corner Tayuman,Motorcycle vs Ebike/Bike,Refused to transport,,,14.61676,120.977274,3,"road markings, outdated signs, outdated pedestrian lane"
"October 13, 2023",October 2023,Emergency Medical Response (EMR),6:20:00 pm,Vehicular / Road Accident,"Onyx St., San Andres",Motorcycle (Loss of Control),Tondo Medical Hospital,,,14.573988,121.003726,0,
"October 13, 2023",October 2023,Emergency Medical Response (EMR),8:01:00 pm,Vehicular / Road Accident,Mel Lopez corner Pacheco (Southbound),Motorcycle vs Pedestrian,Tondo Medical Hospital,,,14.614515,120.960152,1,road markings
"October 13, 2023",October 2023,Emergency Medical Response (EMR),8:11:00 am,Vehicular / Road Accident,San Marcelino,Motorcycle vs SUV,Mary Johnston Hospital,,,14.582017,120.987555,1,road markings
"October 13, 2023",October 2023,Emergency Medical Response (EMR),9:26:00 pm,Vehicular / Road Accident,Quirino corner Benitez,Motorcycle (Loss of Control),Mary Johnston Hospital,,,14.57279,120.99357,1,road markings
"October 13, 2023",October 2023,Emergency Medical Response (EMR),8:43:00 pm,Vehicular / Road Accident,Sta. Cruz Bridge,E-Bike (Loss of Control),Others,,,14.596352,120.980256,0,
"October 14, 2023",October 2023,Emergency Medical Response (EMR),7:42:00 am,Vehicular / Road Accident,Jose Abad Santos corner Corregidor,Motorcycle vs Pedestrian,Jose Reyes Hospital,,,14.629039,120.979348,1,road markings
"October 14, 2023",October 2023,Emergency Medical Response (EMR),10:14:00 am,Vehicular / Road Accident,"T. Pinpin corner Sabino Padilla, Binondo",Truck vs Pedestrian Struck,Jose Reyes Hospital,,,14.59973,120.977063,1,road markings
"October 14, 2023",October 2023,Emergency Medical Response (EMR),9:22:00 pm,Vehicular / Road Accident,"Dapitan corner Algerciras St., Sampaloc, Manila",Motorcycle (Loss of Control),Jose Reyes Hospital,,,14.61596,120.993035,1,road markings
"October 14, 2023",October 2023,Emergency Medical Response (EMR),11:15:00 pm,Vehicular / Road Accident,"Taft Avenue Corner Napkil Street, Ermita, Manila",Others,Philippine General Hospital (PGH),,,14.57376,120.989668,2,
"October 15, 2023",October 2023,Emergency Medical Response (EMR),11:15:00 pm,Vehicular / Road Accident,"Taft Avenue Corner Nakpil St., Ermita, Manila",Others,Philippine General Hospital (PGH),,,14.57376,120.989668,2,
"October 15, 2023",October 2023,Emergency Medical Response (EMR),12:20:00 pm,Vehicular / Road Accident,Padre Burgos corner Maria Orosa,Motorcycle vs SUV,Philippine Orthopedic Center (P.O.C.),,,14.585138,120.979501,0,
"October 15, 2023",October 2023,Emergency Medical Response (EMR),9:17:00 pm,Vehicular / Road Accident,Road 10 Near Shell,SUV vs Pedestrian,Tondo Medical Hospital,,,14.625896,120.959984,1,
"October 15, 2023",October 2023,Emergency Medical Response (EMR),10:02:00 pm,Vehicular / Road Accident,Mabini Bridge,Motorcycle vs Ebike/Bike,Ospital ng Maynila (OSMA),,,14.595814,121.001379,0,
"October 15, 2023",October 2023,Emergency Medical Response (EMR),10:38:00 pm,Vehicular / Road Accident,Nagtahan (Infront of EARIST),Motorcycle vs Ebike/Bike,Refused to transport,,,14.598891,121.000571,1,
"October 16, 2023",October 2023,Emergency Medical Response (EMR),10:48:00 am,Vehicular / Road Accident,Financed P. Burgos ,Motorcycle (Loss of Control),Refused to transport,,,14.585256,120.979734,1,
"October 16, 2023",October 2023,Emergency Medical Response (EMR),6:27:00 pm,Vehicular / Road Accident,Yuseco St. corner Oroquieta,Motorcycle vs SUV,Jose Reyes Hospital,,,14.61932,120.983815,1,
"October 16, 2023",October 2023,Emergency Medical Response (EMR),6:27:00 pm,Vehicular / Road Accident,Yuseco St. corner Oroquieta ,Motorcycle vs SUV,Jose Reyes Hospital,,,14.61932,120.983815,1,
"October 17, 2023",October 2023,Emergency Medical Response (EMR),9:29:00 am,Vehicular / Road Accident,Plaza Dilao corner Osmeña,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.581298,121.000286,1,
"October 17, 2023",October 2023,Emergency Medical Response (EMR),5:23:00 pm,Vehicular / Road Accident,MH Del Pilar corner Quintos,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.572313,120.982723,2,
"October 17, 2023",October 2023,Emergency Medical Response (EMR),7:43:00 pm,Vehicular / Road Accident,Pres Quirino Pandacan ,Motorcycle vs Motorcycle,Jose Reyes Hospital,,,14.589732,121.001869,1,
"October 18, 2023",October 2023,Emergency Medical Response (EMR),4:45:00 am,Vehicular / Road Accident,Pampanga St corner Rizal Avenue,Motorcycle vs Motorcycle,Chinese General Hospital,,,14.628007,120.98312,2,
"October 18, 2023",October 2023,Emergency Medical Response (EMR),3:20:00 pm,Vehicular / Road Accident,Quirino Avenue corner Adriatico St,Motorcycle vs SUV,Refused to transport,,,14.566218,120.988347,3,
"October 18, 2023",October 2023,Emergency Medical Response (EMR),10:11:00 pm,Vehicular / Road Accident,Vitas Tondo,Pedestrian vs Bicycle,Tondo Medical Hospital,,,14.625885,120.96269,1,
"October 19, 2023",October 2023,Emergency Medical Response (EMR),6:22:00 am,Vehicular / Road Accident,Ols Sta Mesa corner MAgsaysay,Motorcycle vs Motorcycle,Refused to transport,,,14.602222,121.011726,2,
"October 19, 2023",October 2023,Emergency Medical Response (EMR),6:22:00 am,Vehicular / Road Accident,Old Sta Mesa corner Magsaysay,Motorcycle vs Motorcycle,Refused to transport,,,14.602222,121.011726,2,
"October 19, 2023",October 2023,Emergency Medical Response (EMR),2:59:00 pm,Vehicular / Road Accident,Laon Laan Avenue corner Lacson Avenue Sampaloc Manila ,Others,Ospital ng Sampaloc (OSAM),,,14.614038,120.988838,4,
"October 19, 2023",October 2023,Emergency Medical Response (EMR),6:53:00 pm,Vehicular / Road Accident,Manuel A Roxas Memorial Brdige,Others,Metropolitan Hospital,,,14.595988,120.967328,1,
"October 20, 2023",October 2023,Emergency Medical Response (EMR),7:19:00 pm,Vehicular / Road Accident,San Andres Lucban Elementary School,Motorcycle vs Pedestrian,Philippine General Hospital (PGH),,,14.581678,120.992631,0,
"October 20, 2023",October 2023,Emergency Medical Response (EMR),7:20:00 pm,Vehicular / Road Accident,Quezon Boulevard South Bound Corner Recto ,Motorcycle vs Sedan,Manila Medical Center,,,14.60312,120.984879,2,
"October 21, 2023",October 2023,Emergency Medical Response (EMR),4:27:00 am,Vehicular / Road Accident,Taft Avenue Vito Cruz,Motorcycle vs Sedan,Mary Johnston Hospital,,,14.562634,120.995068,2,
"October 21, 2023",October 2023,Emergency Medical Response (EMR),2:17:00 pm,Vehicular / Road Accident,Padre Faura corner Maria orosa,Others,Refused to transport,,,14.578428,120.983213,3,
"October 21, 2023",October 2023,Emergency Medical Response (EMR),8:05:00 pm,Vehicular / Road Accident,Quirino Ave. (In front of Quirino Base),Motorcycle vs Tricycle,Refused to transport,,,14.567006,120.988983,1,
"October 22, 2023",October 2023,Emergency Medical Response (EMR),6:00:00 am,Vehicular / Road Accident,Yuchengco St. corner Dasmarinas St.,Motorcycle vs Sedan,Refused to transport,,,14.597935,120.976825,2,
"October 22, 2023",October 2023,Emergency Medical Response (EMR),7:20:00 am,Vehicular / Road Accident,Osmena Highway Southbound,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.574668,120.998407,1,
"October 22, 2023",October 2023,Emergency Medical Response (EMR),11:30:00 pm,Vehicular / Road Accident,Nagtahan St. Lacson Mabini Flyover,Motorcycle (Loss of Control),Philippine General Hospital (PGH),,,14.597249,121.001198,2,
"October 23, 2023",October 2023,Emergency Medical Response (EMR),3:42:00 am,Vehicular / Road Accident,España corner Lacson,Motorcycle vs SUV,Ospital ng Sampaloc (OSAM),,,14.609659,120.992884,3,
"October 23, 2023",October 2023,Emergency Medical Response (EMR),5:38:00 am,Vehicular / Road Accident,Roxas Boulevard,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.573429,120.980897,1,
"October 23, 2023",October 2023,Emergency Medical Response (EMR),6:23:00 am,Vehicular / Road Accident,Quirino Avenue Mabini Street,Motorcycle vs Motorcycle,Others,,,14.565008,120.986872,2,
"October 23, 2023",October 2023,Emergency Medical Response (EMR),6:23:00 am,Vehicular / Road Accident,Quirino Avenue Mabini Street,Motorcycle vs Motorcycle,Refused to transport,,,14.565008,120.986872,2,
"October 23, 2023",October 2023,Emergency Medical Response (EMR),6:23:00 am,Vehicular / Road Accident,Quirino Avenue Mabini Street,Motorcycle vs Motorcycle,Refused to transport,,,14.565008,120.986872,2,
"October 23, 2023",October 2023,Emergency Medical Response (EMR),6:40:00 am,Vehicular / Road Accident,España Lacson Avenue,Motorcycle vs SUV,Metropolitan Hospital,,,14.609659,120.992884,3,
"October 23, 2023",October 2023,Emergency Medical Response (EMR),7:01:00 am,Vehicular / Road Accident,Recto Avenue in front of 999 Mall,PUJ vs Pedestrian,Gat. Andres Bonifacio Hospital,,,14.60634,120.974034,1,
"October 23, 2023",October 2023,Emergency Medical Response (EMR),11:01:00 pm,Vehicular / Road Accident,Quezon bridge Southbound,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.596389,120.983211,0,
"October 24, 2023",October 2023,Emergency Medical Response (EMR),1:03:00 pm,Vehicular / Road Accident,Loyola corner Craig (Barangay 522),Others,Others,,,14.612767,120.998572,1,
"October 24, 2023",October 2023,Emergency Medical Response (EMR),9:16:00 pm,Vehicular / Road Accident,España corner G. Tuazon,Motorcycle vs Motorcycle,Others,,,14.606151,120.988812,0,
"October 25, 2023",October 2023,Emergency Medical Response (EMR),10:15:00 am,Vehicular / Road Accident,Raxabago corner Capulong,Truck vs Pedestrian Struck,Gat. Andres Bonifacio Hospital,,,14.620656,120.966299,2,
"October 25, 2023",October 2023,Emergency Medical Response (EMR),1:15:00 pm,Vehicular / Road Accident,Binondo Bridge,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.595348,120.97469,0,
"October 26, 2023",October 2023,Emergency Medical Response (EMR),3:03:00 am,Vehicular / Road Accident,Mac Arthur Bridge,Motorcycle (Loss of Control),Chinese General Hospital,,,14.596113,120.980297,0,
"October 26, 2023",October 2023,Emergency Medical Response (EMR),3:03:00 am,Vehicular / Road Accident,Mac Arthur Bridge,Motorcycle (Loss of Control),Philippine General Hospital (PGH),,,14.596113,120.980297,0,
"October 27, 2023",October 2023,Emergency Medical Response (EMR),1:13:00 am,Vehicular / Road Accident,"P. Ocampo, Arellano Avenue",Motorcycle vs Sedan,Refused to transport,,,14.564015,120.998248,1,
"October 27, 2023",October 2023,Emergency Medical Response (EMR),6:01:00 am,Vehicular / Road Accident,"Quiapo, Quezon Boulevard",Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.600727,120.984614,0,
"October 27, 2023",October 2023,Emergency Medical Response (EMR),7:51:00 pm,Vehicular / Road Accident,Leon Guinto in front Marlow,Motorcycle (Loss of Control),Refused to transport,,,14.570986,120.992197,1,
"October 27, 2023",October 2023,Emergency Medical Response (EMR),10:43:00 pm,Vehicular / Road Accident,Mendiola In front San Beda,Motorcycle vs Ebike/Bike,Ospital ng Maynila (OSMA),,,14.599316,120.99222,0,
"October 27, 2023",October 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Quirino Avenue Leon Guinto,Motorcycle (Loss of Control),Refused to transport,,,14.570979,120.992197,1,
"October 28, 2023",October 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Quirino Avenue Leon Guinto,Motorcycle (Loss of Control),Refused to transport,,,14.570979,120.992197,1,
"October 28, 2023",October 2023,Emergency Medical Response (EMR),10:26:00 pm,Vehicular / Road Accident,Bustillos cor Legarda,Motorcycle (Loss of Control),Refused to transport,,,14.601662,120.992694,2,
"October 28, 2023",October 2023,Emergency Medical Response (EMR),8:35:00 am,Vehicular / Road Accident,Juan Luna Street,Motorcycle (Loss of Control),Refused to transport,,,14.616038,120.970338,0,
"October 28, 2023",October 2023,Emergency Medical Response (EMR),9:13:00 am,Vehicular / Road Accident,UN Avenue corner Cortada Street,Motorcycle vs Pedestrian,Ospital ng Maynila (OSMA),,,14.579767,120.97975,1,
"October 29, 2023",October 2023,Emergency Medical Response (EMR),12:18:00 am,Vehicular / Road Accident,M.H Del Pilar Quintos Ermita,Motorcycle vs Taxi,Ospital ng Maynila (OSMA),,,14.572277,120.982742,1,
"October 29, 2023",October 2023,Emergency Medical Response (EMR),2:16:00 am,Vehicular / Road Accident,Tomos Claudio Pandacan Manila,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.590382,121.009038,0,
"October 29, 2023",October 2023,Emergency Medical Response (EMR),8:25:00 am,Vehicular / Road Accident,West Zamora St. Quirino Extension,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.582768,120.997346,1,
"October 29, 2023",October 2023,Emergency Medical Response (EMR),1:55:00 pm,Vehicular / Road Accident,Roxas Boulevard,Motorcycle vs SUV,Manila Medical Center,,,14.569854,120.982698,1,
"October 29, 2023",October 2023,Emergency Medical Response (EMR),1:55:00 pm,Vehicular / Road Accident,Roxas Boulevard,Motorcycle vs SUV,Manila Medical Center,,,14.569854,120.982698,1,
"October 30, 2023",October 2023,Emergency Medical Response (EMR),10:43:00 pm,Vehicular / Road Accident,"Leyte St, Sampaloc",Motorcycle vs Sedan,Ospital ng Sampaloc (OSAM),,,14.609035,121.006868,1,
"October 30, 2023",October 2023,Emergency Medical Response (EMR),1:01:00 am,Vehicular / Road Accident,"Madre Ignacia, Quirino",Others,Refused to transport,,,14.565722,120.987779,2,
"October 30, 2023",October 2023,Emergency Medical Response (EMR),8:17:00 am,Vehicular / Road Accident,Road 10,Motorcycle vs Pedestrian,Philippine Orthopedic Center (P.O.C.),,,14.623033,120.960089,1,
